study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	bam_ftp
PRJEB9586	SAMEA3302855	ERX1097976	ERR1019036	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/006/ERR1019036/ERR1019036_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/006/ERR1019036/ERR1019036_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1019036/LP6005441-DNA_B06.bam		
PRJEB9586	SAMEA3302731	ERX1104496	ERR1419134	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/004/ERR1419134/ERR1419134_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/004/ERR1419134/ERR1419134_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419134/LP6005441-DNA_E05_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419134/LP6005441-DNA_E05_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR141/004/ERR1419134	
PRJEB9586	SAMEA3302710	ERX1097984	ERR1019044	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/004/ERR1019044/ERR1019044_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/004/ERR1019044/ERR1019044_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1019044/LP6005441-DNA_B02.bam		
PRJEB9586	SAMEA3302893	ERX1104516	ERR1419138	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/008/ERR1419138/ERR1419138_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/008/ERR1419138/ERR1419138_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419138/LP6005441-DNA_E09_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419138/LP6005441-DNA_E09_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR141/008/ERR1419138	
PRJEB9586	SAMEA3302795	ERX1097992	ERR1419142	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/002/ERR1419142/ERR1419142_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/002/ERR1419142/ERR1419142_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419142/LP6005441-DNA_F03_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419142/LP6005441-DNA_F03_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR141/002/ERR1419142	
PRJEB9586	SAMEA3302621	ERX1097985	ERR1019045	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/005/ERR1019045/ERR1019045_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/005/ERR1019045/ERR1019045_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1019045/LP6005441-DNA_C02.bam		
PRJEB9586	SAMEA3302850	ERX1104511	ERR1419145	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/005/ERR1419145/ERR1419145_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/005/ERR1419145/ERR1419145_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419145/LP6005441-DNA_F07_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419145/LP6005441-DNA_F07_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR141/005/ERR1419145	
PRJEB9586	SAMEA3302695	ERX1097987	ERR1019047	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/007/ERR1019047/ERR1019047_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/007/ERR1019047/ERR1019047_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1019047/LP6005441-DNA_F02.bam		
PRJEB9586	SAMEA3302870	ERX1104489	ERR1419152	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/002/ERR1419152/ERR1419152_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/002/ERR1419152/ERR1419152_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419152/LP6005441-DNA_G04_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419152/LP6005441-DNA_G04_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR141/002/ERR1419152	
PRJEB9586	SAMEA3302782	ERX1097990	ERR1019050	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/000/ERR1019050/ERR1019050_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/000/ERR1019050/ERR1019050_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1019050/LP6005441-DNA_D03.bam		
PRJEB9586	SAMEA3302880	ERX1104497	ERR1419153	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/003/ERR1419153/ERR1419153_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/003/ERR1419153/ERR1419153_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419153/LP6005441-DNA_G05_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419153/LP6005441-DNA_G05_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR141/003/ERR1419153	
PRJEB9586	SAMEA3302758	ERX1104524	ERR1419160	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/000/ERR1419160/ERR1419160_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/000/ERR1419160/ERR1419160_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419160/LP6005441-DNA_G12_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419160/LP6005441-DNA_G12_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR141/000/ERR1419160	
PRJEB9586	SAMEA3302795	ERX1097992	ERR1019052	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/002/ERR1019052/ERR1019052_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/002/ERR1019052/ERR1019052_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1019052/LP6005441-DNA_F03.bam		
PRJEB9586	SAMEA3302791	ERX1104488	ERR1419162	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/002/ERR1419162/ERR1419162_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/002/ERR1419162/ERR1419162_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419162/LP6005441-DNA_H03_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419162/LP6005441-DNA_H03_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR141/002/ERR1419162	
PRJEB9586	SAMEA3302828	ERX1097994	ERR1019054	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/004/ERR1019054/ERR1019054_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/004/ERR1019054/ERR1019054_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1019054/LP6005441-DNA_B05.bam		
PRJEB9586	SAMEA3302836	ERX1104472	ERR1419166	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/006/ERR1419166/ERR1419166_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/006/ERR1419166/ERR1419166_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419166/LP6005441-DNA_H08_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419166/LP6005441-DNA_H08_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR141/006/ERR1419166	
PRJEB9586	SAMEA3302882	ERX1097997	ERR1019057	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/007/ERR1019057/ERR1019057_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/007/ERR1019057/ERR1019057_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1019057/LP6005441-DNA_B07.bam		
PRJEB9586	SAMEA3302897	ERX1104477	ERR1419167	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/007/ERR1419167/ERR1419167_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/007/ERR1419167/ERR1419167_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419167/LP6005441-DNA_H09_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419167/LP6005441-DNA_H09_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR141/007/ERR1419167	
PRJEB9586	SAMEA3302685	ERX1104519	ERR1419169	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/009/ERR1419169/ERR1419169_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/009/ERR1419169/ERR1419169_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419169/LP6005441-DNA_H11_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419169/LP6005441-DNA_H11_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR141/009/ERR1419169	
PRJEB9586	SAMEA3302846	ERX1098000	ERR1019060	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/000/ERR1019060/ERR1019060_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/000/ERR1019060/ERR1019060_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1019060/LP6005441-DNA_C08.bam		
PRJEB9586	SAMEA3302619	ERX1098006	ERR1019066	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/006/ERR1019066/ERR1019066_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/006/ERR1019066/ERR1019066_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1019066/LP6005441-DNA_A04.bam		
PRJEB9586	SAMEA3302632	ERX1104528	ERR1419171	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/001/ERR1419171/ERR1419171_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/001/ERR1419171/ERR1419171_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419171/LP6005442-DNA_A02_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419171/LP6005442-DNA_A02_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR141/001/ERR1419171	
PRJEB9586	SAMEA3302883	ERX1104520	ERR1419176	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/006/ERR1419176/ERR1419176_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/006/ERR1419176/ERR1419176_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419176/LP6005442-DNA_A11_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419176/LP6005442-DNA_A11_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR141/006/ERR1419176	
PRJEB9586	SAMEA3302813	ERX1098009	ERR1019069	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/009/ERR1019069/ERR1019069_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/009/ERR1019069/ERR1019069_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1019069/LP6005441-DNA_D11.bam		
PRJEB9586	SAMEA3302611	ERX1104525	ERR1419178	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/008/ERR1419178/ERR1419178_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/008/ERR1419178/ERR1419178_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419178/LP6005442-DNA_B01_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419178/LP6005442-DNA_B01_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR141/008/ERR1419178	
PRJEB9586	SAMEA3302785	ERX1098013	ERR1019073	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/003/ERR1019073/ERR1019073_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/003/ERR1019073/ERR1019073_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1019073/LP6005441-DNA_D04.bam		
PRJEB9586	SAMEA3302835	ERX1104527	ERR1419179	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/009/ERR1419179/ERR1419179_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/009/ERR1419179/ERR1419179_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419179/LP6005442-DNA_B02_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419179/LP6005442-DNA_B02_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR141/009/ERR1419179	
PRJEB9586	SAMEA3302900	ERX1098015	ERR1019075	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/005/ERR1019075/ERR1019075_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/005/ERR1019075/ERR1019075_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1019075/LP6005441-DNA_B11.bam		
PRJEB9586	SAMEA3302808	ERX1104493	ERR1419181	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/001/ERR1419181/ERR1419181_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/001/ERR1419181/ERR1419181_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419181/LP6005442-DNA_B04_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419181/LP6005442-DNA_B04_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR141/001/ERR1419181	
PRJEB9586	SAMEA3302738	ERX1098020	ERR1019080	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/000/ERR1019080/ERR1019080_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/000/ERR1019080/ERR1019080_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1019080/LP6005441-DNA_B10.bam		
PRJEB9586	SAMEA3302655	ERX1104478	ERR1419186	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/006/ERR1419186/ERR1419186_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/006/ERR1419186/ERR1419186_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419186/LP6005442-DNA_C02_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419186/LP6005442-DNA_C02_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR141/006/ERR1419186	
PRJEB9586	SAMEA3302722	ERX1104480	ERR1419188	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/008/ERR1419188/ERR1419188_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/008/ERR1419188/ERR1419188_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419188/LP6005442-DNA_C07_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419188/LP6005442-DNA_C07_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR141/008/ERR1419188	
PRJEB9586	SAMEA3302820	ERX1104469	ERR1025599	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/009/ERR1025599/ERR1025599_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/009/ERR1025599/ERR1025599_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR102/ERR1025599/LP6005442-DNA_D03.bam		
PRJEB9586	SAMEA3302693	ERX1104479	ERR1419191	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/001/ERR1419191/ERR1419191_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/001/ERR1419191/ERR1419191_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419191/LP6005442-DNA_D02_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419191/LP6005442-DNA_D02_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR141/001/ERR1419191	
PRJEB9586	SAMEA3302627	ERX1104474	ERR1025604	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/004/ERR1025604/ERR1025604_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/004/ERR1025604/ERR1025604_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR102/ERR1025604/LP6005441-DNA_F10.bam		
PRJEB9586	SAMEA3302613	ERX1104507	ERR1419196	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/006/ERR1419196/ERR1419196_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/006/ERR1419196/ERR1419196_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419196/LP6005442-DNA_D11_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419196/LP6005442-DNA_D11_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR141/006/ERR1419196	
PRJEB9586	SAMEA3302786	ERX1104475	ERR1025605	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/005/ERR1025605/ERR1025605_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/005/ERR1025605/ERR1025605_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR102/ERR1025605/LP6005441-DNA_G10.bam		
PRJEB9586	SAMEA3302707	ERX1104490	ERR1419199	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/009/ERR1419199/ERR1419199_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/009/ERR1419199/ERR1419199_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419199/LP6005442-DNA_E10_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419199/LP6005442-DNA_E10_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR141/009/ERR1419199	
PRJEB9586	SAMEA3302753	ERX1097974	ERR1419200	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/000/ERR1419200/ERR1419200_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/000/ERR1419200/ERR1419200_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419200/LP6005442-DNA_F02_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419200/LP6005442-DNA_F02_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR141/000/ERR1419200	
PRJEB9586	SAMEA3302897	ERX1104477	ERR1025607	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/007/ERR1025607/ERR1025607_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/007/ERR1025607/ERR1025607_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR102/ERR1025607/LP6005441-DNA_H09.bam		
PRJEB9586	SAMEA3302840	ERX1097977	ERR1425294	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/004/ERR1425294/ERR1425294_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/004/ERR1425294/ERR1425294_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1425294/LP6005441-DNA_F04_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1425294/LP6005441-DNA_F04_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR142/004/ERR1425294	
PRJEB9586	SAMEA3302722	ERX1104480	ERR1025610	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/000/ERR1025610/ERR1025610_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/000/ERR1025610/ERR1025610_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR102/ERR1025610/LP6005442-DNA_C07.bam		
PRJEB9586	SAMEA3302854	ERX1104509	ERR1625858	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/008/ERR1625858/ERR1625858_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/008/ERR1625858/ERR1625858_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1625858/LP6005442-DNA_E11_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1625858/LP6005442-DNA_E11_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR162/008/ERR1625858	
PRJEB9586	SAMEA3302798	ERX1104486	ERR1025616	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/006/ERR1025616/ERR1025616_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/006/ERR1025616/ERR1025616_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR102/ERR1025616/LP6005441-DNA_E03.bam		
PRJEB9586	SAMEA3302816	ERX1104482	ERR1025612	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/002/ERR1025612/ERR1025612_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/002/ERR1025612/ERR1025612_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR102/ERR1025612/LP6005441-DNA_G02.bam		
PRJEB9586	SAMEA3302808	ERX1104493	ERR1025623	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/003/ERR1025623/ERR1025623_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/003/ERR1025623/ERR1025623_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR102/ERR1025623/LP6005442-DNA_B04.bam		
PRJEB9586	SAMEA3302718	ERX1104484	ERR1025614	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/004/ERR1025614/ERR1025614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/004/ERR1025614/ERR1025614_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR102/ERR1025614/LP6005442-DNA_A03.bam		
PRJEB9586	SAMEA3302731	ERX1104496	ERR1025626	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/006/ERR1025626/ERR1025626_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/006/ERR1025626/ERR1025626_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR102/ERR1025626/LP6005441-DNA_E05.bam		
PRJEB9586	SAMEA3302628	ERX1104491	ERR1025621	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/001/ERR1025621/ERR1025621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/001/ERR1025621/ERR1025621_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR102/ERR1025621/LP6005442-DNA_A10.bam		
PRJEB9586	SAMEA3302649	ERX1104500	ERR1025630	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/000/ERR1025630/ERR1025630_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/000/ERR1025630/ERR1025630_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR102/ERR1025630/LP6005442-DNA_A08.bam		
PRJEB9586	SAMEA3302790	ERX1104505	ERR1025635	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/005/ERR1025635/ERR1025635_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/005/ERR1025635/ERR1025635_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR102/ERR1025635/LP6005441-DNA_G06.bam		
PRJEB9586	SAMEA3302837	ERX1104501	ERR1025631	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/001/ERR1025631/ERR1025631_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/001/ERR1025631/ERR1025631_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR102/ERR1025631/LP6005442-DNA_D08.bam		
PRJEB9586	SAMEA3302866	ERX1104512	ERR1025642	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/002/ERR1025642/ERR1025642_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/002/ERR1025642/ERR1025642_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR102/ERR1025642/LP6005441-DNA_G07.bam		
PRJEB9586	SAMEA3302754	ERX1104503	ERR1025633	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/003/ERR1025633/ERR1025633_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/003/ERR1025633/ERR1025633_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR102/ERR1025633/LP6005441-DNA_E06.bam		
PRJEB9586	SAMEA3302755	ERX1104526	ERR1025656	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/006/ERR1025656/ERR1025656_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/006/ERR1025656/ERR1025656_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR102/ERR1025656/LP6005442-DNA_D01.bam		
PRJEB9586	SAMEA3302662	ERX1104506	ERR1025636	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/006/ERR1025636/ERR1025636_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/006/ERR1025636/ERR1025636_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR102/ERR1025636/LP6005441-DNA_H06.bam		
