Sample Name	Site	Country	Extract	Library	Library number	Extract used [µl]	USER enzyme treatment	Library parallel number	Primer concentration [nM each]	PCR Cycles	Sequencing pool (= 1 lane)	Sequencing type and length
Herx	Herxheim	Germany	SE1_281-19-6_EDTA2	SL3	SL3_1	16.25	yes	SL3_1_3	200	11	HiSeq_18_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE1_281-19-6_EDTA2	SL3	SL3_1	16.25	yes	SL3_1_4	200	11	HiSeq_18_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE1_281-19-6_EDTA2	SL3	SL3_1	16.25	yes	SL3_1_5	200	11	HiSeq_18_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE1_281-19-6_EDTA2	SL3	SL3_1	16.25	yes	SL3_1_6	200	11	HiSeq_18_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE1_281-19-6_EDTA2	SL3	SL3_1	16.25	yes	SL3_1_7	200	11	HiSeq_18_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE1_281-19-6_EDTA2	SL3	SL3_1	16.25	yes	SL3_1_8	200	11	HiSeq_17_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE1_281-19-6_EDTA2	SL3	SL3_1	16.25	yes	SL3_1_9	200	11	HiSeq_17_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE1_281-19-6_EXT1	SL1	SL1_7	16.25	yes	SL1_7_10	200	11	HiSeq_17_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE1_281-19-6_EXT1	SL1	SL1_7	16.25	yes	SL1_7_11	200	11	HiSeq_17_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE1_281-19-6_EXT1	SL1	SL1_7	16.25	yes	SL1_7_12	200	11	HiSeq_17_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE1_281-19-6_EXT1	SL1	SL1_7	16.25	yes	SL1_7_2	200	11	HiSeq_8_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE1_281-19-6_EXT1	SL1	SL1_7	16.25	yes	SL1_7_3	200	11	HiSeq_8_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE1_281-19-6_EXT1	SL1	SL1_7	16.25	yes	SL1_7_4	200	11	HiSeq_8_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE1_281-19-6_EXT1	SL1	SL1_7	16.25	yes	SL1_7_5	200	11	HiSeq_8_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE1_281-19-6_EXT1	SL1	SL1_7	16.25	yes	SL1_7_6	200	11	HiSeq_8_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE1_281-19-6_EXT1	SL1	SL1_7	16.25	yes	SL1_7_7	200	11	HiSeq_8_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE1_281-19-6_EXT1	SL1	SL1_7	16.25	yes	SL1_7_8	200	11	HiSeq_18_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE1_281-19-6_EXT1	SL1	SL1_7	16.25	yes	SL1_7_9	200	11	HiSeq_18_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE1_281-19-6_EXT1	SL3	SL3_2	16.25	yes	SL3_2	200	11	HiSeq_18_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE1_281-19-6_EXT1	SL3	SL3_2	16.25	yes	SL3_2_10	160	11	HiSeq_17_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE1_281-19-6_EXT1	SL3	SL3_2	16.25	yes	SL3_2_11	160	11	HiSeq_17_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE1_281-19-6_EXT1	SL3	SL3_2	16.25	yes	SL3_2_12	160	11	HiSeq_17_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE1_281-19-6_EXT1	SL3	SL3_2	16.25	yes	SL3_2_13	160	11	HiSeq_17_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE1_281-19-6_EXT1	SL3	SL3_2	16.25	yes	SL3_2_2	160	11	HiSeq_17_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE1_281-19-6_EXT1	SL3	SL3_2	16.25	yes	SL3_2_3	160	11	HiSeq_18_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE1_281-19-6_EXT1	SL3	SL3_2	16.25	yes	SL3_2_4	160	11	HiSeq_17_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE1_281-19-6_EXT1	SL3	SL3_2	16.25	yes	SL3_2_5	160	11	HiSeq_18_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE1_281-19-6_EXT1	SL3	SL3_2	16.25	yes	SL3_2_6	160	11	HiSeq_18_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE1_281-19-6_EXT1	SL3	SL3_2	16.25	yes	SL3_2_8	160	11	HiSeq_18_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE1_281-19-6_EXT1	SL3	SL3_2	16.25	yes	SL3_2_9	160	11	HiSeq_18_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EDTA2	SL5	SL5_2	16.25	yes	SL5_2_10	200	11	HiSeq_31_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EDTA2	SL5	SL5_2	16.25	yes	SL5_2_11	200	11	HiSeq_29_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EDTA2	SL5	SL5_2	16.25	yes	SL5_2_12	200	11	HiSeq_31_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EDTA2	SL5	SL5_2	16.25	yes	SL5_2_13	200	11	HiSeq_31_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EDTA2	SL5	SL5_2	16.25	yes	SL5_2_2	200	11	HiSeq_30_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EDTA2	SL5	SL5_2	16.25	yes	SL5_2_3	200	11	HiSeq_29_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EDTA2	SL5	SL5_2	16.25	yes	SL5_2_4	200	11	HiSeq_30_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EDTA2	SL5	SL5_2	16.25	yes	SL5_2_5	200	11	HiSeq_30_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EDTA2	SL5	SL5_2	16.25	yes	SL5_2_6	200	11	HiSeq_30_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EDTA2	SL5	SL5_2	16.25	yes	SL5_2_7	200	11	HiSeq_30_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EDTA2	SL5	SL5_2	16.25	yes	SL5_2_8	200	11	HiSeq_31_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EDTA2	SL5	SL5_2	16.25	yes	SL5_2_9	200	11	HiSeq_31_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EXT1	SL5	SL5_3	16.25	yes	SL5_3_10	200	11	HiSeq_31_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EXT1	SL5	SL5_3	16.25	yes	SL5_3_11	200	11	HiSeq_31_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EXT1	SL5	SL5_3	16.25	yes	SL5_3_12	200	11	HiSeq_31_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EXT1	SL5	SL5_3	16.25	yes	SL5_3_13	200	11	HiSeq_31_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EXT1	SL5	SL5_3	16.25	yes	SL5_3_2	200	11	HiSeq_29_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EXT1	SL5	SL5_3	16.25	yes	SL5_3_3	200	11	HiSeq_30_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EXT1	SL5	SL5_3	16.25	yes	SL5_3_4	200	11	HiSeq_29_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EXT1	SL5	SL5_3	16.25	yes	SL5_3_5	200	11	HiSeq_29_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EXT1	SL5	SL5_3	16.25	yes	SL5_3_6	200	11	HiSeq_30_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EXT1	SL5	SL5_3	16.25	yes	SL5_3_7	200	11	HiSeq_29_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EXT1	SL5	SL5_3	16.25	yes	SL5_3_8	200	11	HiSeq_31_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EXT1	SL5	SL5_3	16.25	yes	SL5_3_9	200	11	HiSeq_31_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EXT1	SL7	SL7_2	16.25	yes	SL7_2_1	200	11	HiSeq_30_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EXT1	SL7	SL7_2	16.25	yes	SL7_2_10	200	11	HiSeq_30_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EXT1	SL7	SL7_2	16.25	yes	SL7_2_11	200	11	HiSeq_30_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EXT1	SL7	SL7_2	16.25	yes	SL7_2_12	200	11	HiSeq_29_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EXT1	SL7	SL7_2	16.25	yes	SL7_2_13	200	11	HiSeq_30_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EXT1	SL7	SL7_2	16.25	yes	SL7_2_2	200	11	HiSeq_31_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EXT1	SL7	SL7_2	16.25	yes	SL7_2_3	200	11	HiSeq_31_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EXT1	SL7	SL7_2	16.25	yes	SL7_2_4	200	11	HiSeq_31_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EXT1	SL7	SL7_2	16.25	yes	SL7_2_5	200	11	HiSeq_31_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EXT1	SL7	SL7_2	16.25	yes	SL7_2_6	200	11	HiSeq_31_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EXT1	SL7	SL7_2	16.25	yes	SL7_2_7	200	11	HiSeq_29_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EXT1	SL7	SL7_2	16.25	yes	SL7_2_8	200	11	HiSeq_30_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EXT1	SL7	SL7_2	16.25	yes	SL7_2_9	200	11	HiSeq_29_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EXT2	SL5	SL5_4	16.25	yes	SL5_4_1	200	13	HiSeq_29_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EXT2	SL5	SL5_4	16.25	yes	SL5_4_10	160	11	HiSeq_29_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EXT2	SL5	SL5_4	16.25	yes	SL5_4_11	160	11	HiSeq_29_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EXT2	SL5	SL5_4	16.25	yes	SL5_4_12	160	11	HiSeq_30_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EXT2	SL5	SL5_4	16.25	yes	SL5_4_13	160	11	HiSeq_30_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EXT2	SL5	SL5_4	16.25	yes	SL5_4_2	200	11	HiSeq_29_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EXT2	SL5	SL5_4	16.25	yes	SL5_4_3	200	11	HiSeq_30_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EXT2	SL5	SL5_4	16.25	yes	SL5_4_4	200	11	HiSeq_30_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EXT2	SL5	SL5_4	16.25	yes	SL5_4_5	200	11	HiSeq_29_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EXT2	SL5	SL5_4	16.25	yes	SL5_4_6	200	11	HiSeq_30_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EXT2	SL5	SL5_4	16.25	yes	SL5_4_7	200	11	HiSeq_29_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EXT2	SL5	SL5_4	16.25	yes	SL5_4_8	160	11	HiSeq_31_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EXT2	SL5	SL5_4	16.25	yes	SL5_4_9	160	11	HiSeq_29_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EXT2	SL7	SL7_3	16.25	yes	SL7_3_1	200	11	HiSeq_29_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EXT2	SL7	SL7_3	16.25	yes	SL7_3_10	160	11	HiSeq_29_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EXT2	SL7	SL7_3	16.25	yes	SL7_3_11	160	11	HiSeq_29_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EXT2	SL7	SL7_3	16.25	yes	SL7_3_12	160	11	HiSeq_30_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EXT2	SL7	SL7_3	16.25	yes	SL7_3_2	160	11	HiSeq_30_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EXT2	SL7	SL7_3	16.25	yes	SL7_3_3	160	11	HiSeq_29_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EXT2	SL7	SL7_3	16.25	yes	SL7_3_4	160	11	HiSeq_31_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EXT2	SL7	SL7_3	16.25	yes	SL7_3_5	160	11	HiSeq_30_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EXT2	SL7	SL7_3	16.25	yes	SL7_3_6	160	11	HiSeq_31_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EXT2	SL7	SL7_3	16.25	yes	SL7_3_7	160	11	HiSeq_31_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EXT2	SL7	SL7_3	16.25	yes	SL7_3_8	160	11	HiSeq_29_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE2_281-19-6_EXT2	SL7	SL7_3	16.25	yes	SL7_3_9	160	11	HiSeq_30_LW	SE. 100 cycles
Klein7	Kleinhadersdorf	Austria	SE2_Klein7_EDTA2	SL7	SL7_12	16.25	yes	SL7_12_1	200	11	HiSeq_40_LW	SE. 100 cycles
Klein7	Kleinhadersdorf	Austria	SE2_Klein7_EDTA2	SL7	SL7_12	16.25	yes	SL7_12_10	200	11	HiSeq_40_LW	SE. 100 cycles
Klein7	Kleinhadersdorf	Austria	SE2_Klein7_EDTA2	SL7	SL7_12	16.25	yes	SL7_12_11	200	11	HiSeq_40_LW	SE. 100 cycles
Klein7	Kleinhadersdorf	Austria	SE2_Klein7_EDTA2	SL7	SL7_12	16.25	yes	SL7_12_12	200	11	HiSeq_40_LW	SE. 100 cycles
Klein7	Kleinhadersdorf	Austria	SE2_Klein7_EDTA2	SL7	SL7_12	16.25	yes	SL7_12_13	200	11	HiSeq_40_LW	SE. 100 cycles
Klein7	Kleinhadersdorf	Austria	SE2_Klein7_EDTA2	SL7	SL7_12	16.25	yes	SL7_12_2	200	11	HiSeq_40_LW	SE. 100 cycles
Klein7	Kleinhadersdorf	Austria	SE2_Klein7_EDTA2	SL7	SL7_12	16.25	yes	SL7_12_3	200	11	HiSeq_40_LW	SE. 100 cycles
Klein7	Kleinhadersdorf	Austria	SE2_Klein7_EDTA2	SL7	SL7_12	16.25	yes	SL7_12_4	200	11	HiSeq_40_LW	SE. 100 cycles
Klein7	Kleinhadersdorf	Austria	SE2_Klein7_EDTA2	SL7	SL7_12	16.25	yes	SL7_12_5	200	11	HiSeq_40_LW	SE. 100 cycles
Klein7	Kleinhadersdorf	Austria	SE2_Klein7_EDTA2	SL7	SL7_12	16.25	yes	SL7_12_6	200	11	HiSeq_40_LW	SE. 100 cycles
Klein7	Kleinhadersdorf	Austria	SE2_Klein7_EDTA2	SL7	SL7_12	16.25	yes	SL7_12_7	200	11	HiSeq_40_LW	SE. 100 cycles
Klein7	Kleinhadersdorf	Austria	SE2_Klein7_EDTA2	SL7	SL7_12	16.25	yes	SL7_12_8	200	11	HiSeq_40_LW	SE. 100 cycles
Klein7	Kleinhadersdorf	Austria	SE2_Klein7_EDTA2	SL7	SL7_12	16.25	yes	SL7_12_9	200	11	HiSeq_40_LW	SE. 100 cycles
Klein7	Kleinhadersdorf	Austria	SE3_Klein7_EDTA1	SL9	SL9_15	16.25	yes	SL9_15_10	200	10	HiSeq_51_LW	SE. 100 cycles
Klein7	Kleinhadersdorf	Austria	SE3_Klein7_EDTA1	SL9	SL9_15	16.25	yes	SL9_15_11	200	10	HiSeq_51_LW	SE. 100 cycles
Klein7	Kleinhadersdorf	Austria	SE3_Klein7_EDTA1	SL9	SL9_15	16.25	yes	SL9_15_12	200	10	HiSeq_51_LW	SE. 100 cycles
Klein7	Kleinhadersdorf	Austria	SE3_Klein7_EDTA1	SL9	SL9_15	16.25	yes	SL9_15_13	200	10	HiSeq_51_LW	SE. 100 cycles
Klein7	Kleinhadersdorf	Austria	SE3_Klein7_EDTA1	SL9	SL9_15	16.25	yes	SL9_15_2	200	10	HiSeq_51_LW	SE. 100 cycles
Klein7	Kleinhadersdorf	Austria	SE3_Klein7_EDTA1	SL9	SL9_15	16.25	yes	SL9_15_3	200	10	HiSeq_52_LW	SE. 100 cycles
Klein7	Kleinhadersdorf	Austria	SE3_Klein7_EDTA1	SL9	SL9_15	16.25	yes	SL9_15_4	200	10	HiSeq_52_LW	SE. 100 cycles
Klein7	Kleinhadersdorf	Austria	SE3_Klein7_EDTA1	SL9	SL9_15	16.25	yes	SL9_15_5	200	10	HiSeq_52_LW	SE. 100 cycles
Klein7	Kleinhadersdorf	Austria	SE3_Klein7_EDTA1	SL9	SL9_15	16.25	yes	SL9_15_6	200	10	HiSeq_52_LW	SE. 100 cycles
Klein7	Kleinhadersdorf	Austria	SE3_Klein7_EDTA1	SL9	SL9_15	16.25	yes	SL9_15_7	200	10	HiSeq_52_LW	SE. 100 cycles
Klein7	Kleinhadersdorf	Austria	SE3_Klein7_EDTA1	SL9	SL9_15	16.25	yes	SL9_15_8	200	10	HiSeq_52_LW	SE. 100 cycles
Klein7	Kleinhadersdorf	Austria	SE3_Klein7_EDTA1	SL9	SL9_15	16.25	yes	SL9_15_9	200	10	HiSeq_51_LW	SE. 100 cycles
Klein7	Kleinhadersdorf	Austria	SE3_Klein7_EDTA2	SL11	SL11_6	16.25	yes	SL11_6_1	200	11	HiSeq_52_LW	SE. 100 cycles
Klein7	Kleinhadersdorf	Austria	SE3_Klein7_EDTA2	SL9	SL9_14	16.25	yes	SL9_14_10	200	11	HiSeq_52_LW	SE. 100 cycles
Klein7	Kleinhadersdorf	Austria	SE3_Klein7_EDTA2	SL9	SL9_14	16.25	yes	SL9_14_11	200	11	HiSeq_52_LW	SE. 100 cycles
Klein7	Kleinhadersdorf	Austria	SE3_Klein7_EDTA2	SL9	SL9_14	16.25	yes	SL9_14_12	200	11	HiSeq_52_LW	SE. 100 cycles
Klein7	Kleinhadersdorf	Austria	SE3_Klein7_EDTA2	SL9	SL9_14	16.25	yes	SL9_14_13	200	11	HiSeq_52_LW	SE. 100 cycles
Klein7	Kleinhadersdorf	Austria	SE3_Klein7_EDTA2	SL9	SL9_14	16.25	yes	SL9_14_2	200	11	HiSeq_52_LW	SE. 100 cycles
Klein7	Kleinhadersdorf	Austria	SE3_Klein7_EDTA2	SL9	SL9_14	16.25	yes	SL9_14_3	200	11	HiSeq_51_LW	SE. 100 cycles
Klein7	Kleinhadersdorf	Austria	SE3_Klein7_EDTA2	SL9	SL9_14	16.25	yes	SL9_14_4	200	11	HiSeq_51_LW	SE. 100 cycles
Klein7	Kleinhadersdorf	Austria	SE3_Klein7_EDTA2	SL9	SL9_14	16.25	yes	SL9_14_5	200	11	HiSeq_51_LW	SE. 100 cycles
Klein7	Kleinhadersdorf	Austria	SE3_Klein7_EDTA2	SL9	SL9_14	16.25	yes	SL9_14_6	200	11	HiSeq_51_LW	SE. 100 cycles
Klein7	Kleinhadersdorf	Austria	SE3_Klein7_EDTA2	SL9	SL9_14	16.25	yes	SL9_14_7	200	11	HiSeq_51_LW	SE. 100 cycles
Klein7	Kleinhadersdorf	Austria	SE3_Klein7_EDTA2	SL9	SL9_14	16.25	yes	SL9_14_8	200	11	HiSeq_51_LW	SE. 100 cycles
Klein7	Kleinhadersdorf	Austria	SE3_Klein7_EDTA2	SL9	SL9_14	16.25	yes	SL9_14_9	200	11	HiSeq_52_LW	SE. 100 cycles
Klein7	Kleinhadersdorf	Austria	SE3_Klein7_EXT1	SL9	SL9_13	16.25	yes	SL9_13_10	200	11	HiSeq_51_LW	SE. 100 cycles
Klein7	Kleinhadersdorf	Austria	SE3_Klein7_EXT1	SL9	SL9_13	16.25	yes	SL9_13_11	200	11	HiSeq_52_LW	SE. 100 cycles
Klein7	Kleinhadersdorf	Austria	SE3_Klein7_EXT1	SL9	SL9_13	16.25	yes	SL9_13_12	200	11	HiSeq_51_LW	SE. 100 cycles
Klein7	Kleinhadersdorf	Austria	SE3_Klein7_EXT1	SL9	SL9_13	16.25	yes	SL9_13_13	200	11	HiSeq_52_LW	SE. 100 cycles
Klein7	Kleinhadersdorf	Austria	SE3_Klein7_EXT1	SL9	SL9_13	16.25	yes	SL9_13_2	200	11	HiSeq_51_LW	SE. 100 cycles
Klein7	Kleinhadersdorf	Austria	SE3_Klein7_EXT1	SL9	SL9_13	16.25	yes	SL9_13_3	200	11	HiSeq_51_LW	SE. 100 cycles
Klein7	Kleinhadersdorf	Austria	SE3_Klein7_EXT1	SL9	SL9_13	16.25	yes	SL9_13_4	200	11	HiSeq_52_LW	SE. 100 cycles
Klein7	Kleinhadersdorf	Austria	SE3_Klein7_EXT1	SL9	SL9_13	16.25	yes	SL9_13_5	200	11	HiSeq_51_LW	SE. 100 cycles
Klein7	Kleinhadersdorf	Austria	SE3_Klein7_EXT1	SL9	SL9_13	16.25	yes	SL9_13_6	200	11	HiSeq_51_LW	SE. 100 cycles
Klein7	Kleinhadersdorf	Austria	SE3_Klein7_EXT1	SL9	SL9_13	16.25	yes	SL9_13_7	200	11	HiSeq_51_LW	SE. 100 cycles
Klein7	Kleinhadersdorf	Austria	SE3_Klein7_EXT1	SL9	SL9_13	16.25	yes	SL9_13_8	200	11	HiSeq_52_LW	SE. 100 cycles
Klein7	Kleinhadersdorf	Austria	SE3_Klein7_EXT1	SL9	SL9_13	16.25	yes	SL9_13_9	200	11	HiSeq_52_LW	SE. 100 cycles
LEPE48	Lepenski Vir	Serbia	SE1_LEPE48_2_EDTA2	SL2	SL2_11	16.25	yes	SL2_11_10	200	9	HiSeq_12_LW	SE. 100 cycles
LEPE48	Lepenski Vir	Serbia	SE1_LEPE48_2_EDTA2	SL2	SL2_11	16.25	yes	SL2_11_11	200	9	HiSeq_12_LW	SE. 100 cycles
LEPE48	Lepenski Vir	Serbia	SE1_LEPE48_2_EDTA2	SL2	SL2_11	16.25	yes	SL2_11_12	200	9	HiSeq_12_LW	SE. 100 cycles
LEPE48	Lepenski Vir	Serbia	SE1_LEPE48_2_EDTA2	SL2	SL2_11	16.25	yes	SL2_11_13	200	9	HiSeq_12_LW	SE. 100 cycles
LEPE48	Lepenski Vir	Serbia	SE1_LEPE48_2_EDTA2	SL2	SL2_11	16.25	yes	SL2_11_2	200	9	HiSeq_11_LW	SE. 100 cycles
LEPE48	Lepenski Vir	Serbia	SE1_LEPE48_2_EDTA2	SL2	SL2_11	16.25	yes	SL2_11_3	200	9	HiSeq_11_LW	SE. 100 cycles
LEPE48	Lepenski Vir	Serbia	SE1_LEPE48_2_EDTA2	SL2	SL2_11	16.25	yes	SL2_11_4	200	9	HiSeq_11_LW	SE. 100 cycles
LEPE48	Lepenski Vir	Serbia	SE1_LEPE48_2_EDTA2	SL2	SL2_11	16.25	yes	SL2_11_5	200	9	HiSeq_11_LW	SE. 100 cycles
LEPE48	Lepenski Vir	Serbia	SE1_LEPE48_2_EDTA2	SL2	SL2_11	16.25	yes	SL2_11_6	200	9	HiSeq_11_LW	SE. 100 cycles
LEPE48	Lepenski Vir	Serbia	SE1_LEPE48_2_EDTA2	SL2	SL2_11	16.25	yes	SL2_11_7	200	9	HiSeq_12_LW	SE. 100 cycles
LEPE48	Lepenski Vir	Serbia	SE1_LEPE48_2_EDTA2	SL2	SL2_11	16.25	yes	SL2_11_8	200	9	HiSeq_12_LW	SE. 100 cycles
LEPE48	Lepenski Vir	Serbia	SE1_LEPE48_2_EDTA2	SL2	SL2_11	16.25	yes	SL2_11_9	200	9	HiSeq_12_LW	SE. 100 cycles
LEPE48	Lepenski Vir	Serbia	SE1_LEPE48_2_EXT1	SL1	SL1_5	16.25	yes	SL1_5_10	200	10	HiSeq_12_LW	SE. 100 cycles
LEPE48	Lepenski Vir	Serbia	SE1_LEPE48_2_EXT1	SL1	SL1_5	16.25	yes	SL1_5_12	200	10	HiSeq_11_LW	SE. 100 cycles
LEPE48	Lepenski Vir	Serbia	SE1_LEPE48_2_EXT1	SL1	SL1_5	16.25	yes	SL1_5_13	200	10	HiSeq_11_LW	SE. 100 cycles
LEPE48	Lepenski Vir	Serbia	SE1_LEPE48_2_EXT1	SL1	SL1_5	16.25	yes	SL1_5_2	200	10	HiSeq_6_LW	SE. 100 cycles
LEPE48	Lepenski Vir	Serbia	SE1_LEPE48_2_EXT1	SL1	SL1_5	16.25	yes	SL1_5_3	200	10	HiSeq_6_LW	SE. 100 cycles
LEPE48	Lepenski Vir	Serbia	SE1_LEPE48_2_EXT1	SL1	SL1_5	16.25	yes	SL1_5_4	200	10	HiSeq_6_LW	SE. 100 cycles
LEPE48	Lepenski Vir	Serbia	SE1_LEPE48_2_EXT1	SL1	SL1_5	16.25	yes	SL1_5_5	200	10	HiSeq_6_LW	SE. 100 cycles
LEPE48	Lepenski Vir	Serbia	SE1_LEPE48_2_EXT1	SL1	SL1_5	16.25	yes	SL1_5_6	200	10	HiSeq_6_LW	SE. 100 cycles
LEPE48	Lepenski Vir	Serbia	SE1_LEPE48_2_EXT1	SL1	SL1_5	16.25	yes	SL1_5_7	200	10	HiSeq_6_LW	SE. 100 cycles
LEPE48	Lepenski Vir	Serbia	SE1_LEPE48_2_EXT1	SL1	SL1_5	16.25	yes	SL1_5_8	200	10	HiSeq_11_LW	SE. 100 cycles
LEPE48	Lepenski Vir	Serbia	SE1_LEPE48_2_EXT1	SL1	SL1_5	16.25	yes	SL1_5_9	200	10	HiSeq_11_LW	SE. 100 cycles
LEPE48	Lepenski Vir	Serbia	SE1_LEPE48_2_EXT1	SL3	SL3_7	16.25	yes	SL3_7	200	10	HiSeq_11_LW	SE. 100 cycles
LEPE48	Lepenski Vir	Serbia	SE1_LEPE48_2_EXT1	SL3	SL3_7	16.25	yes	SL3_7_10	200	10	HiSeq_12_LW	SE. 100 cycles
LEPE48	Lepenski Vir	Serbia	SE1_LEPE48_2_EXT1	SL3	SL3_7	16.25	yes	SL3_7_11	200	10	HiSeq_12_LW	SE. 100 cycles
LEPE48	Lepenski Vir	Serbia	SE1_LEPE48_2_EXT1	SL3	SL3_7	16.25	yes	SL3_7_12	200	10	HiSeq_12_LW	SE. 100 cycles
